source_id,source_text,target_id,target_text,type,description
etat,Droit de préemption au profit de l’Etat,cessionnaire_evince,cessionnaire évincé,substitution,L'Etat se substitue au cessionnaire évincé dans le bénéfice et les charges du contrat.
cessionnaire_evince,cessionnaire évincé,montant_prix_declare,montant du prix déclaré,reçoit,Le cessionnaire évincé reçoit le montant du prix déclaré ou de la valeur vénale reconnue.
montant_prix_declare,montant du prix déclaré,droits_enregistrement,droits d'enregistrement acquittés,majoré par,Le montant est majoré des droits d'enregistrement acquittés.
montant_prix_declare,montant du prix déclaré,somme_calculee,somme calculée à raison de cinq pour cent (5%),majoré par,Le montant est majoré d'une somme calculée à raison de 5% du prix déclaré.
etat,Droit de préemption au profit de l’Etat,droit_preemption,droit de préemption,exerce,Le droit de préemption est exercé par l'Etat.
droit_preemption,droit de préemption,delai_franc,délai franc de six (6) mois,durée,Le droit de préemption s'exerce pendant un délai franc de six mois.
cadi,cadi chargé du taoutiq,notification_decision_preemption,notification de la décision de préemption,responsable de,Le cadi chargé du taoutiq est responsable de la notification de la décision de préemption.
conservateur,conservateur de la propriété foncière,notification_decision_preemption,notification de la décision de préemption,responsable de,Le conservateur de la propriété foncière est responsable de la notification de la décision de préemption pour les immeubles immatriculés.
droit_preemption,droit de préemption,fonds_remploi_domanial,Fonds de remploi domanial,imputé à,Les dépenses relatives à l'exercice du droit de préemption sont imputées au compte spécial du Trésor intitulé 'Fonds de remploi domanial'.
immeubles_preemptes,immeubles ayant fait l'objet d'une décision de préemption,adjudication_encheres_publiques,vente par voie d'adjudication aux enchères publiques,vente,Les immeubles préemptés ne peuvent être revendus que par voie d'adjudication aux enchères publiques.
entite_1,contribuable,entite_2,inspecteur des impôts,lié à,Le contribuable communique ses déclarations et actes à l'inspecteur des impôts.
entite_2,inspecteur des impôts,entite_3,administration fiscale,appartient à,L'inspecteur des impôts fait partie de l'administration fiscale.
entite_3,administration fiscale,entite_4,agents assermentés,utilise,L'administration fiscale utilise des agents assermentés pour la notification.
entite_4,agents assermentés,entite_5,huissiers de justice,similaire à,Les agents assermentés peuvent agir de manière similaire aux huissiers de justice pour la notification.
entite_5,huissiers de justice,entite_6,greffe,collabore avec,Les huissiers de justice collaborent avec le greffe pour la notification.
entite_6,greffe,entite_7,contribuable,notifie,Le greffe peut notifier des documents au contribuable.
entite_7,contribuable,entite_8,certificat de remise,reçoit,Le contribuable reçoit un certificat de remise lors de la notification.
entite_8,certificat de remise,entite_9,document à notifier,atteste,Le certificat de remise atteste de la remise du document à notifier.
entite_9,document à notifier,entite_10,délai de dix jours,associé à,Le document est considéré comme notifié après un délai de dix jours en cas de refus de réception.
entite_10,délai de dix jours,entite_11,procédé électronique,similaire à,Le délai de dix jours s'applique également à la notification par procédé électronique.
administration,L’administration peut être amenée à rectifier,contribuables,les contribuables,responsabilité,L'administration a la responsabilité de notifier les contribuables concernant les rectifications.
contribuables,les contribuables,impôt sur les sociétés,impôt sur les sociétés,sujet de rectification,Les contribuables peuvent être soumis à des rectifications concernant l'impôt sur les sociétés.
contribuables,les contribuables,impôt sur le revenu,impôt sur le revenu,sujet de rectification,Les contribuables peuvent être soumis à des rectifications concernant l'impôt sur le revenu.
contribuables,les contribuables,taxe sur la valeur ajoutée,taxe sur la valeur ajoutée,sujet de rectification,Les contribuables peuvent être soumis à des rectifications concernant la taxe sur la valeur ajoutée.
administration,L’administration notifie aux contribuables,délai de notification,trois (3) mois,délai,L'administration doit notifier les contribuables dans un délai de trois mois après le contrôle fiscal.
contribuables,les contribuables,observations,produire leurs observations,obligation,Les contribuables ont l'obligation de produire leurs observations dans un délai de trente (30) jours.
administration,L’administration invite les contribuables,délai de réponse,trente (30) jours,délai,L'administration invite les contribuables à répondre dans un délai de trente jours.
commission locale de taxation,la commission locale de taxation,recours,recours devant le tribunal,procédure,Les décisions de la commission locale de taxation sont susceptibles de recours devant le tribunal compétent.
commission régionale du recours fiscal,la commission régionale du recours fiscal,recours,recours devant le tribunal,procédure,Les décisions de la commission régionale du recours fiscal sont susceptibles de recours devant le tribunal compétent.
commission nationale du recours fiscal,la commission nationale du recours fiscal,recours,recours devant le tribunal,procédure,Les décisions de la commission nationale du recours fiscal sont susceptibles de recours devant le tribunal compétent.
administration,L’administration établit les impositions,droits supplémentaires,droits supplémentaires,produit,L'administration établit les droits supplémentaires en cas de défaut de réponse ou de recours.
contribuables,les contribuables,nullité,nullité de la procédure de rectification,condition,La procédure de rectification peut être frappée de nullité en cas de défaut de notification.
impot_societes,impôt sur les sociétés,administration,L’administration,rectification,L'administration peut rectifier l'impôt sur les sociétés.
impot_revenu,impôt sur le revenu,administration,L’administration,rectification,L'administration peut rectifier l'impôt sur le revenu.
taxe_valeur_ajoutee,taxe sur la valeur ajoutée,administration,L’administration,rectification,L'administration peut rectifier la taxe sur la valeur ajoutée.
entreprise,entreprise,impot_societes,impôt sur les sociétés,exclusion,L'exclusion de l'entreprise du domaine de l'impôt sur les sociétés peut être causée par des transformations juridiques.
entreprise,entreprise,impot_revenu,impôt sur le revenu,exclusion,L'exclusion de l'entreprise du domaine de l'impôt sur le revenu peut être causée par des transformations juridiques.
contribuables,contribuables,administration,L’administration,notification,L'administration notifie les contribuables des redressements envisagés.
contribuables,contribuables,justifications,justifications,réponse,Les contribuables doivent produire des justifications en réponse à la notification.
administration,L’administration,commission_locale_taxation,commission locale de taxation,contestation,Les contribuables peuvent contester les bases d'imposition devant la commission locale de taxation.
administration,L’administration,commission_regionale_recours_fiscal,commission régionale du recours fiscal,contestation,Les contribuables peuvent contester les bases d'imposition devant la commission régionale du recours fiscal.
administration,L’administration,commission_nationale_recours_fiscal,commission nationale du recours fiscal,contestation,Les contribuables peuvent contester les bases d'imposition devant la commission nationale du recours fiscal.
entreprise,entreprise,liquidation,liquidation,notification,La notification du résultat de vérification doit être adressée à l'entreprise avant la liquidation.
administration,L’administration,imposition,imposition,établissement,L'administration établit les impositions sur les bases adressées au contribuable.
contribuables,contribuables,nullite,nullité,soulevement,Les contribuables ne peuvent pas soulever les cas de nullité devant les commissions.
entite_1,l’administration,entite_2,le contribuable,invite,L'administration invite le contribuable à souscrire une déclaration rectificative.
entite_1,l’administration,entite_3,déclaration rectificative,doit être déposée,La déclaration rectificative doit être déposée dans un délai de trente (30) jours.
entite_2,le contribuable,entite_3,déclaration rectificative,doit être établie,Le contribuable doit établir la déclaration rectificative sur un imprimé-modèle de l'administration.
entite_1,l’administration,entite_4,impôt sur le revenu,soumis à,Les contribuables soumis à l'impôt sur le revenu selon le régime du résultat net simplifié sont concernés.
entite_1,l’administration,entite_5,contribution professionnelle unique,soumis à,Les contribuables soumis à la contribution professionnelle unique sont concernés.
entite_1,l’administration,entite_6,auto-entrepreneur,soumis à,Les auto-entrepreneurs sont concernés par les déclarations rectificatives.
entite_2,le contribuable,entite_3,déclaration rectificative,doit être déposée,Le contribuable doit déposer la déclaration rectificative dans un délai de trente (30) jours.
entite_1,l’administration,entite_7,droit de contrôle de l’impôt,applicable,Le droit de contrôle de l'impôt est applicable pour toute la période non couverte par la prescription.
entite_1,l’administration,entite_8,procédure de vérification de la comptabilité,peut demander,L'administration peut demander des explications sans recourir à la procédure de vérification de la comptabilité.
entite_2,le contribuable,entite_3,déclaration rectificative,doit être déposée,Le contribuable peut procéder à la régularisation de sa situation en déposant une déclaration rectificative.
entite_1,l’administration,entite_9,impôt sur les sociétés,soumis à,Les contribuables soumis à l'impôt sur les sociétés peuvent rectifier leurs déclarations.
entite_2,le contribuable,entite_10,note explicative,doit être accompagnée de,La déclaration rectificative doit être accompagnée d'une note explicative.
entite_10,note explicative,entite_11,commissaire aux comptes,établie par,La note explicative doit être établie par un commissaire aux comptes si le chiffre d'affaires est supérieur à 50 millions de dirhams.
entite_10,note explicative,entite_12,expert-comptable,établie par,La note explicative doit être établie par un expert-comptable si le chiffre d'affaires est inférieur à 50 millions de dirhams.
entite_1,l’administration,entite_13,majoration,non applicable,La majoration prévue à l'article 184 n'est pas applicable si le contribuable dépose une déclaration rectificative.
entite_1,l’administration,entite_14,pénalité,non applicable,La pénalité prévue à l'article 208 n'est pas applicable si le contribuable dépose une déclaration rectificative.
contribuable,le contribuable peut conclure un accord à l’amiable,administration,avec l’administration,lié à,Le contribuable est lié à l'administration pour conclure un accord à l'amiable.
accord à l’amiable,Cet accord porte sur des questions de fait relatives aux éléments d’imposition évalués par l’administration,éléments d’imposition,éléments d’imposition évalués par l’administration,applicable sur,L'accord à l'amiable est applicable sur les éléments d'imposition.
accord à l’amiable,L’accord précité est établi en double exemplaire,modèle établi par l’administration,selon un modèle établi par l’administration,établi selon,L'accord à l'amiable est établi selon un modèle fourni par l'administration.
accord à l’amiable,Cet accord est définitif et irrévocable,lettre de désistement,doit être accompagné d’une lettre de désistement,accompagné de,L'accord à l'amiable doit être accompagné d'une lettre de désistement.
contribuable,lettre de désistement d u contribuable,recours,de tout recours devant la commission locale de taxation,désistement de,Le contribuable se désiste de tout recours.
jugement,En cas de jugement définitif ayant acquis force de chose jugée,accord à l’amiable,l’accord à l’amiable précité ne peut porter sur un montant de droits inférieur,conditionne,Le jugement conditionne les termes de l'accord à l'amiable.
jugement,lorsque le jugement ne s’est pas prononcé sur des redressements portant sur des questions de fait,redressements,ces redressements peuvent faire l’objet d’un accord à l’amiable,permet,Le jugement permet que certains redressements fassent l'objet d'un accord à l'amiable.
impôt sur les sociétés,Dispositions particulières à l’impôt sur les sociétés,impôt sur le revenu,et à l’impôt sur le revenu,lié à,Les dispositions particulières concernent à la fois l'impôt sur les sociétés et l'impôt sur le revenu.
entite_1,impôt retenu à la source,entite_2,déclaration ou régularisation pour défaut de déclaration,lié à,L'impôt retenu à la source peut résulter d'une déclaration ou d'une régularisation pour défaut de déclaration.
entite_3,"produits des actions, parts sociales et revenus assimilés",entite_4,article 13,prévu par,"Les produits des actions, parts sociales et revenus assimilés sont prévus à l'article 13."
entite_5,produits de placement à revenu fixe,entite_6,articles 14 et 14 bis,prévu par,Les produits de placement à revenu fixe sont prévus aux articles 14 et 14 bis.
entite_7,revenus et profits de capitaux mobiliers,entite_8,article 174 -II (B et C),soumis à,Les revenus et profits de capitaux mobiliers sont soumis à l'impôt retenu à la source prévu à l'article 174 -II (B et C).
entite_9,rémunérations payées à des personnes physiques ou morales non résidentes,entite_10,article 15,prévu par,Les rémunérations payées à des personnes physiques ou morales non résidentes sont prévues à l'article 15.
entite_11,revenus fonciers,entite_12,article 174 -IV,soumis à,Les revenus fonciers sont soumis à l'impôt par voie de retenue à la source prévue à l'article 174 -IV.
entite_13,rémunérations allouées à des tiers,entite_14,articles 15 bis et 45 bis,visées par,Les rémunérations allouées à des tiers sont visées aux articles 15 bis et 45 bis.
entite_15,gains de jeux de hasard par internet de source étrangère,entite_16,article 70 bis -2°,prévu par,Les gains de jeux de hasard par internet de source étrangère sont prévus à l'article 70 bis -2°.
entite_17,administration,entite_18,notifie aux personnes chargées de la retenue à la source,responsable de,L'administration notifie aux personnes chargées de la retenue à la source les redressements effectués.
entite_19,rectification du résultat fiscal en matière d’impôt sur les sociétés,entite_20,"base du produit des actions, parts sociales et revenus assimilés",incidence sur,"La rectification du résultat fiscal en matière d’impôt sur les sociétés a une incidence sur la base du produit des actions, parts sociales et revenus assimilés."
entite_21,contribuables,entite_22,notifie les redressements,notifié par,L'administration notifie les redressements aux contribuables.
impot_retenu_source,impôt retenu à la source,revenus_salariaux,revenus salariaux et assimilés,applicable sur,L'impôt retenu à la source est applicable sur les revenus salariaux et assimilés.
employeur_debirentier,employeur ou le débirentier,impot_retenu_source,impôt retenu à la source,responsable de,L'employeur ou le débirentier est responsable de la retenue de l'impôt à la source.
titulaire_revenus,titulaire de revenus salariaux et assimilés,declaration_revenu_global,déclaration du revenu global,lié à,Le titulaire de revenus salariaux et assimilés est lié à la déclaration du revenu global.
declaration_revenu_global,déclaration du revenu global,bulletin_de_paie,bulletin de paie délivré par l'employeur ou le débirentier,conforme aux indications de,La déclaration du revenu global doit être conforme aux indications figurant sur le bulletin de paie.
erreurs_omissions_insuffisances,"erreurs, omissions et insuffisances",impot_retenu_source,impôt retenu à la source,non rectifiées si,"Les erreurs, omissions et insuffisances relatives à l'impôt retenu à la source ne sont pas rectifiées si la déclaration est conforme."
article_224,Article 224. - Rectification en matière de profits fonciers,article_83,déclaration du contribuable prévue à l’article 83,lié à,La rectification en matière de profits fonciers est liée à la déclaration du contribuable prévue à l'article 83.
article_224,Article 224. - Rectification en matière de profits fonciers,article_221_bis,déclaration prévue à l’article 221 bis,lié à,La rectification en matière de profits fonciers est également liée à la déclaration prévue à l'article 221 bis.
article_224,Article 224. - Rectification en matière de profits fonciers,article_219,"notifie au contribuable, dans les formes prévues à l'article 219",applicable sur,La notification de la nouvelle base rectifiée doit se faire selon les formes prévues à l'article 219.
article_224,Article 224. - Rectification en matière de profits fonciers,article_241_bis,non respect des conditions visées à l’article 241 bis -II,conditionne,"Les rectifications peuvent être effectuées jusqu'au 31 décembre de la quatrième année suivant la date de dépôt de la déclaration, en cas de non-respect des conditions de l'article 241 bis -II."
article_224,Article 224. - Rectification en matière de profits fonciers,article_83_I,déclaration prévue à l’article 83 -I,lié à,Les rectifications peuvent être effectuées jusqu'au 31 décembre de la quatrième année suivant la date de dépôt de la déclaration prévue à l'article 83 -I.
article_224,Article 224. - Rectification en matière de profits fonciers,article_83_II,déclaration prévue à l’article 83 -II,lié à,Les rectifications peuvent être effectuées jusqu'au 31 décembre de la quatrième année suivant la date de dépôt de la déclaration prévue à l'article 83 -II.
article_224,Article 224. - Rectification en matière de profits fonciers,article_235,article 23 5 ci-dessous,conditionne,L'imposition établie ne peut être contestée que dans les conditions prévues à l'article 23 5.
article_224,Article 224. - Rectification en matière de profits fonciers,article_232,dissimilations reconnues par les parties au contrat donnent lieu à une imposition supplémentaire dans le délai de reprise prévu à l’article 232,lié à,Les dissimulations reconnues donnent lieu à une imposition supplémentaire selon le délai de reprise prévu à l'article 232.
article_224,Article 224. - Rectification en matière de profits fonciers,article_221,dispositions du II de l’article 221,applicable sur,La procédure se poursuit conformément aux dispositions du II de l'article 221 si des observations ont été formulées par le contribuable.
commission_locale_de_taxation,Des commissions locales de taxation sont instituées par l'administration,administration,l'administration,instituée par,Les commissions locales de taxation sont créées par l'administration.
commission_locale_de_taxation,Ces commissions connaissent des réclamations sous forme de requêtes présentées par les contribuables,contribuables,les contribuables,connaissent,Les commissions locales de taxation traitent les réclamations des contribuables.
contribuables,"les contribuables qui possèdent leur siège social, leur principal établissement ou leur domicile fiscal",siege_social,siège social,possèdent,"Les contribuables doivent avoir un siège social, un principal établissement ou un domicile fiscal dans le ressort."
commission_locale_de_taxation,Elles statuent sur les litiges qui leur sont soumis,litiges,litiges,statut sur,Les commissions locales de taxation prennent des décisions sur les litiges.
commission_locale_de_taxation,La commission doit statuer dans un délai de douze (12) mois,delai,délai de douze (12) mois,doit statuer dans,La commission locale de taxation a un délai de douze mois pour statuer.
administration,l’administration qui tient le rôle de secrétaire rapporteur,secretaire_rapporteur,secrétaire rapporteur,tient le rôle de,L'administration désigne un représentant comme secrétaire rapporteur.
commission_locale_de_taxation,"Les décisions des commissions locales de taxation doivent être détaillées, motivées",decisions,décisions,doivent être,Les décisions des commissions locales de taxation doivent être détaillées et motivées.
contribuables,les représentants des contribuables sont désignés,representants_des_contribuables,représentants des contribuables,sont désignés,Les représentants des contribuables sont désignés pour siéger dans la commission.
gouverneur,par le gouverneur de la préfecture ou de la province concernée,prefecture,préfecture ou province,désigne,Le gouverneur désigne les représentants des contribuables.
commission_locale_de_taxation,La commission entend le représentant du contribuable,representant_du_contribuable,représentant du contribuable,entend,La commission locale de taxation peut entendre le représentant du contribuable.
decisions,Les décisions des commissions locales de taxation peuvent être contestées par l’administration et le contribuable,contestations,contestées,peuvent être,Les décisions peuvent être contestées par l'administration et le contribuable.
commission_regionale_recours_fiscal,Sont instituées des commissions régionales du recours fiscal.,contribuables,les contribuables qui possèdent leur siège social ou leur principal établissement à l'intérieur dudit ressort,connaît,Les commissions régionales du recours fiscal connaissent des réclamations présentées par les contribuables.
commission_regionale_recours_fiscal,Elles statuent sur les litiges qui leur sont soumis,litiges,litiges qui leur sont soumis,statue_sur,Les commissions régionales statuent sur les litiges soumis par les contribuables.
administration_fiscale,l’administration,commission_regionale_recours_fiscal,la commission régionale du recours fiscal,transmet,L'administration transmet la requête et les documents à la commission régionale du recours fiscal.
contribuables,les contribuables,requête,la requête adressée à la commission régionale du recours fiscal,présente,Les contribuables présentent une requête à la commission régionale du recours fiscal.
commission_regionale_recours_fiscal,La commission statue valablement en présence du président et de deux autres membres.,décisions,Les décisions des commissions régionales du recours fiscal,doivent_être,Les décisions des commissions doivent être détaillées et motivées.
délai,Un délai maximum de trois (3) mois,communication,la communication par l’administration des requêtes et documents,fixé_pour,Un délai maximum de trois mois est fixé pour la communication des requêtes et documents par l'administration.
commission_regionale_recours_fiscal,La commission doit statuer dans un délai de douze (12) mois,décision,la date de la réception de la requête,doit_statuer_dans,La commission doit statuer dans un délai de douze mois à compter de la réception de la requête.
représentants_contribuables,Les représentants des contribuables sont désignés par le Chef du gouvernement,Chef_du_gouvernement,le Chef du gouvernement,désigné_par,Les représentants des contribuables sont désignés par le Chef du gouvernement.
représentants_contribuables,pour une période de trois (3) ans,mandat,le mandat des représentants sortants,durée,Le mandat des représentants des contribuables est de trois ans.
décisions,Les décisions des commissions régionales du recours fiscal peuvent être contestées,recours_judiciaire,par voie judiciaire,peuvent_être_contestées_par,Les décisions peuvent être contestées par voie judiciaire par l'administration et le contribuable.
commission_nationale_du_recours_fiscal,commission nationale du recours fiscal,recours,recours relatifs,lié à,La commission nationale du recours fiscal est liée aux recours relatifs à l'examen de la situation fiscale des contribuables.
commission_nationale_du_recours_fiscal,commission nationale du recours fiscal,administration,l'administration,statue sur,La commission nationale du recours fiscal statue sur les litiges soumis par l'administration.
administration,l'administration,contribuables,contribuables,invoque,L'administration invoque l'abus de droit pour les rectifications des bases d'imposition.
contribuables,contribuables,recours,recours pour lesquels les commissions locales de taxation,adresse à,Les contribuables adressent des recours à la commission nationale du recours fiscal.
commission_nationale_du_recours_fiscal,commission nationale du recours fiscal,magistrats,sept (7) magistrats,composée de,La commission nationale du recours fiscal est composée de sept magistrats.
commission_nationale_du_recours_fiscal,commission nationale du recours fiscal,fonctionnaires,trente (30) fonctionnaires,composée de,La commission nationale du recours fiscal est composée de trente fonctionnaires.
commission_nationale_du_recours_fiscal,commission nationale du recours fiscal,représentants_des_contribuables,cent (100) personnes du monde des affaires,composée de,La commission nationale du recours fiscal est composée de cent représentants des contribuables.
recours,recours du contribuable,inspecteur,inspecteur,présenté à,Le recours du contribuable est présenté à l'inspecteur.
inspecteur,inspecteur,commission_nationale_du_recours_fiscal,commission nationale du recours fiscal,transmet,L'inspecteur transmet la requête à la commission nationale du recours fiscal.
commission_nationale_du_recours_fiscal,commission nationale du recours fiscal,sous-commissions,sous-commissions,se subdivise en,La commission nationale du recours fiscal se subdivise en sept sous-commissions.
sous-commissions,sous-commissions,décisions,décisions des sous-commissions,doivent être,Les décisions des sous-commissions doivent être détaillées et motivées.
commission_nationale_du_recours_fiscal,commission nationale du recours fiscal,délai,délai de douze (12) mois,doit statuer dans,La commission nationale du recours fiscal doit statuer dans un délai de douze mois.
décisions,décisions de la commission,contestation,contestation par voie judiciaire,peuvent être,Les décisions de la commission peuvent être contestées par voie judiciaire.
commission_locale_commune,commission locale communale prévue à l’article 50,commission_nationale_recours_fiscal,commission nationale du recours fiscal prévue à l'article 226,recours,Les décisions de la commission locale communale peuvent faire l'objet d'un recours devant la commission nationale du recours fiscal.
president_chambre_agriculture,président de la chambre d'agriculture,commission_nationale_recours_fiscal,commission nationale du recours fiscal,représentation,Le président de la chambre d'agriculture peut faire un recours devant la commission nationale du recours fiscal.
directeur_general_impots,directeur général des impôts,commission_nationale_recours_fiscal,commission nationale du recours fiscal,représentation,Le directeur général des impôts peut faire un recours devant la commission nationale du recours fiscal.
personne_deleguee,la personne déléguée par lui à cet effet,commission_nationale_recours_fiscal,commission nationale du recours fiscal,représentation,La personne déléguée par le directeur général des impôts peut faire un recours devant la commission nationale du recours fiscal.
commission_locale_commune,commission locale communale,impositions,impositions émises suite aux décisions de la commission locale communale,émission,Les impositions sont émises suite aux décisions de la commission locale communale.
impositions,impositions émises suite aux décisions de la commission locale communale,recours_judiciaire,recours judiciaire,recours,Les impositions peuvent faire l’objet d’un recours judiciaire en cas de non-pourvoi devant la commission nationale du recours fiscal.
delai_recours,dans les soixante (60) jours suivant la date de réception,commission_nationale_recours_fiscal,commission nationale du recours fiscal,délai,Le recours devant la commission nationale du recours fiscal doit être fait dans un délai de 60 jours.
entite_1,déclaration du résultat fiscal prévue aux articles 20 et 150,entite_2,taxation d’office,lié à,La déclaration du résultat fiscal est liée à la taxation d'office en cas de défaut de déclaration.
entite_1,déclaration du revenu global prévue aux articles 82 et 85,entite_2,taxation d’office,lié à,La déclaration du revenu global est liée à la taxation d'office en cas de défaut de déclaration.
entite_1,déclaration du chiffre d’affaires et des plus values prévue à l’article 82 quater,entite_2,taxation d’office,lié à,La déclaration du chiffre d'affaires et des plus-values est liée à la taxation d'office en cas de défaut de déclaration.
entite_1,déclaration de cession de biens ou de droits réels immobiliers prévue à l’article 83,entite_2,taxation d’office,lié à,La déclaration de cession de biens ou de droits réels immobiliers est liée à la taxation d'office en cas de défaut de déclaration.
entite_1,déclaration de cession de valeurs mobilières et autres titres de capital et de créance prévue à l’article 84,entite_2,taxation d’office,lié à,La déclaration de cession de valeurs mobilières est liée à la taxation d'office en cas de défaut de déclaration.
entite_1,déclaration du chiffre d’affaires prévue aux articles 110 et 111,entite_2,taxation d’office,lié à,La déclaration du chiffre d'affaires est liée à la taxation d'office en cas de défaut de déclaration.
entite_1,actes et conventions prévus à l’article 127 -I,entite_2,taxation d’office,lié à,Les actes et conventions sont liés à la taxation d'office en cas de défaut de déclaration.
entite_1,"déclaration de cession, de cessation d’activité et de transformation de la forme juridique de l’entreprise prévue à l’article 114",entite_2,taxation d’office,lié à,"La déclaration de cession, cessation d'activité et transformation est liée à la taxation d'office en cas de défaut de déclaration."
entite_1,déclaration des revenus fonciers prévue à l’article 154 bis,entite_2,taxation d’office,lié à,La déclaration des revenus fonciers est liée à la taxation d'office en cas de défaut de déclaration.
entite_1,déclaration des rémunérations allouées à des tiers prévue à l’article 151,entite_2,taxation d’office,lié à,La déclaration des rémunérations allouées à des tiers est liée à la taxation d'office en cas de défaut de déclaration.
entite_1,déclaration des gains de jeux de hasard par internet de source étrangère prévue à l’article 154 quater,entite_2,taxation d’office,lié à,La déclaration des gains de jeux de hasard est liée à la taxation d'office en cas de défaut de déclaration.
entite_1,retenues à la source dont il est responsable,entite_2,taxation d’office,lié à,Les retenues à la source sont liées à la taxation d'office en cas de non-versement.
entite_1,administration,entite_2,taxation d’office,responsable de,L'administration est responsable de la mise en œuvre de la taxation d'office.
entite_1,délai de trente (30) jours,entite_2,taxation d’office,délai de réponse,Le contribuable a un délai de trente jours pour répondre à l'invitation de l'administration.
entite_1,droits résultant de cette taxation d’office,entite_2,"majorations, amendes et pénalités",composants,"Les droits résultant de la taxation d'office incluent des majorations, amendes et pénalités."
entite_1,article 235,entite_2,contestations,conditions de contestation,Les droits émis par voie de rôle ne peuvent être contestés que selon les conditions prévues à l'article 235.
entreprises_inactives,Les entreprises n’ayant respecté aucune obligation de déclaration et de paiement des impôts,obligations_declaration_paiement,obligation de déclaration et de paiement des impôts,lié à,Les entreprises inactives n'ont pas respecté les obligations de déclaration et de paiement des impôts.
entreprises_inactives,Les entreprises n’ayant respecté aucune obligation de déclaration et de paiement des impôts,trois_derniers_exercices,trois (3) derniers exercices clos,applicable sur,Les entreprises inactives concernent les trois derniers exercices clos.
entreprises_inactives,sont invitées par lettre notifiée,declaration_cessation_activite,déclaration d e cessation d’activité,invité à,Les entreprises inactives sont invitées à souscrire la déclaration de cessation d'activité.
declaration_cessation_activite,souscrire la déclaration d e cessation d’activité,delai_30_jours,dans un délai de trente (30) jours,délai,Les entreprises ont un délai de 30 jours pour souscrire la déclaration.
entreprises_inactives,inscrites dans le registre des entreprises inactives,registre_entreprises_inactives,registre des entreprises inactives,inscription dans,Les entreprises inactives sont inscrites dans le registre des entreprises inactives.
registre_entreprises_inactives,la procédure de taxation d’office est suspendue,procedure_taxation_office,procédure de taxation d’office,suspendue,La procédure de taxation d’office est suspendue pour les entreprises inscrites dans le registre des entreprises inactives.
administration,lorsque l’administration constate qu’une entreprise inactive a réalisé des opérations,entreprise_inactive,entreprise inactive,constate,L'administration constate que l'entreprise inactive a réalisé des opérations.
entreprise_inactive,retire ladite entreprise du registre des entreprises inactives,registre_entreprises_inactives,registre des entreprises inactives,retirée de,L'entreprise inactive est retirée du registre des entreprises inactives.
entreprise_inactive,engage la procédure de taxation d’office,procedure_taxation_office,procédure de taxation d’office,engagée,La procédure de taxation d’office est engagée pour l'entreprise inactive qui a repris une activité imposable.
contribuable,un contribuable ne présente pas les documents comptables,documents comptables,documents comptables visés,ne présente pas,Le contribuable est tenu de présenter des documents comptables.
contribuable,un contribuable refuse de se soumettre au contrôle fiscal,contrôle fiscal,contrôle fiscal prévu à l'article 212,refuse de se soumettre à,Le contribuable doit se soumettre au contrôle fiscal.
administration,l'administration informe le contribuable,amende,l’amende prévue à l’article 191-I,informe de,L'administration informe le contribuable de l'application d'une amende.
amende,l’amende prévue à l’article 191-I,imposition d'office,imposé d'office,appliquée en cas de,L'amende est appliquée en cas de non-présentation des documents comptables.
imposition d'office,il est imposé d'office,documents comptables,documents comptables,sans notification préalable avec application de,L'imposition d'office se fait sans notification préalable.
contribuable,le contribuable ne présente pas les documents comptables,délai,délai de quinze (15) jours,accordé pour,Un délai est accordé au contribuable pour se conformer.
imposition d'office,imposition d'office,contestation,contester dans les conditions prévues à l'article 235,peut être,L'imposition d'office peut être contestée.
entite_1,l’administration,entite_2,les sanctions prévues à l’article 191 -I,engage,L'administration engage la procédure pour l'application des sanctions.
entite_1,l’administration,entite_3,la procédure prévue à l’article 229,applique,L'administration applique la procédure prévue à l'article 229 pour les sanctions.
entite_4,les dispositions,entite_5,"les administrations de l’Etat, aux collectivités locales et aux cadi chargés du taoutiq",non_applicable,"Les dispositions ne sont pas applicables aux administrations de l'Etat, collectivités locales et cadi chargés du taoutiq."
article_230_bis,Article 230 bis1587- Procédure pour l’application des sanctions en cas de déclaration ne comportant pas certaines indications,article_79,"articles 79, 81, 151, 152, 153 et 154",lié à,Les déclarations visées aux articles mentionnés doivent comporter certaines indications.
article_230_bis,Article 230 bis1587- Procédure pour l’application des sanctions en cas de déclaration ne comportant pas certaines indications,article_219,article 219 ci-dessus,applicable sur,Le contribuable est invité à compléter sa déclaration selon les formes prévues à l'article 219.
article_230_bis,Article 230 bis1587- Procédure pour l’application des sanctions en cas de déclaration ne comportant pas certaines indications,article_184,"sanctions prévues aux articles 1841590, 194, 195, 196 ou 200",applicable sur,Les sanctions sont appliquées si le contribuable ne complète pas sa déclaration.
article_184,"sanctions prévues aux articles 1841590, 194, 195, 196 ou 200",article_60_24,Article 8 de la loi de finances n° 60 -24 pour l’année budgétaire 2025,émises par,Les sanctions sont émises par voie de rôle selon l'article 60-24.
article_230_bis,Article 230 bis1587- Procédure pour l’application des sanctions en cas de déclaration ne comportant pas certaines indications,délai_15_jours,un délai de quinze (15) jours suivant la date de réception de ladite lettre,délais,Le contribuable a un délai de 15 jours pour compléter sa déclaration.
entite_1,déclarations visées aux articles 79 et 81,entite_2,sanctions prévues à l'article 200 -II,applicable sur,Les sanctions s'appliquent en cas de défaut de déclaration ou de déclaration incomplète.
